Name,CAS,SMILES,IUPAC_Name
Enoxastrobin,238410-11-2,ClC1=CC=C(C=C1)/C=C/C(/C)=N/OCC1=C(C=CC=C1)/C(/C(=O)OC)=C\OC,methyl (E)-2-[2-[[(E)-[(E)-4-(4-chlorophenyl)but-3-en-2-ylidene]amino]oxymethyl]phenyl]-3-methoxyprop-2-enoate
Tiadinil,223580-51-6,ClC=1C=C(C=CC1C)NC(=O)C1=C(N=NS1)C,N-(3-chloro-4-methylphenyl)-4-methylthiadiazole-5-carboxamide
Ipflufenoquin,1314008-27-9,FC1=CC=C2C=C(C(=NC2=C1F)C)OC1=C(C(=CC=C1)F)C(C)(C)O,"2-[2-(7,8-difluoro-2-methylquinolin-3-yl)oxy-6-fluorophenyl]propan-2-ol"
Terpinen-4-ol,562-74-3,CC1=CCC(CC1)(O)C(C)C,4-methyl-1-propan-2-ylcyclohex-3-en-1-ol
Chitosan hydrochloride,70694-72-3,Not found,"(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R,6S)-5-amino-6-[(2R,3S,4R,5R,6R)-5-amino-4,6-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4-hydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-2-(hydroxymethyl)oxane-3,4-diol;azane;hydrochloride"
Calcium propionate,4075-81-4,C(CC)(=O)[O-].[Ca+2].C(CC)(=O)[O-],calcium propanoate
Dipyrithione,3696-28-4,[O-][N+]1=C(C=CC=C1)SSC1=[N+](C=CC=C1)[O-],1-oxido-2-[(1-oxidopyridin-1-ium-2-yl)disulfanyl]pyridin-1-ium
Imazalil,35554-44-0,ClC1=C(C=CC(=C1)Cl)C(CN1C=NC=C1)OCC=C,"1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole"
Dodemorph benzoate,59145-63-0,CC1CN(CC(C)O1)C2CCCCCCCCCCC2.OC(=O)c3ccccc3,"benzoic acid;4-cyclododecyl-2,6-dimethylmorpholine"
Flutriafol,76674-21-0,FC1=C(C=CC=C1)C(CN1N=CN=C1)(O)C1=CC=C(C=C1)F,"1-(2-fluorophenyl)-1-(4-fluorophenyl)-2-(1,2,4-triazol-1-yl)ethanol"
Niclosamide-olamine,1420-04-8,NCCO.Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+]([O-])=O,2-aminoethanol;5-chloro-N-(2-chloro-4-nitrophenyl)-2-hydroxybenzamide
Fentin chloride,639-58-7,Cl[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,chloro(triphenyl)stannane
Fenaminstrobin,366815-39-6,ClC1=C(C(=CC=C1)Cl)/C=C/C(/C)=N/OCC1=C(C=CC=C1)\C(\C(=O)NC)=N/OC,"(2E)-2-[2-[[(E)-[(E)-4-(2,6-dichlorophenyl)but-3-en-2-ylidene]amino]oxymethyl]phenyl]-2-methoxyimino-N-methylacetamide"
Ethoxyquin,91-53-2,C(C)OC=1C=C2C(=CC(NC2=CC1)(C)C)C,"6-ethoxy-2,2,4-trimethyl-1H-quinoline"
Isoprothiolane,50512-35-1,S1C(SCC1)=C(C(=O)OC(C)C)C(=O)OC(C)C,"dipropan-2-yl 2-(1,3-dithiolan-2-ylidene)propanedioate"
Fenitropan,65934-95-4,C(C)(=O)OC[C@H]([C@H](C1=CC=CC=C1)OC(C)=O)[N+](=O)[O-],"[(2R,3S)-3-acetyloxy-2-nitro-3-phenylpropyl] acetate"
Zarilamid,84527-51-5,ClC1=CC=C(C(=O)NC(OCC)C#N)C=C1,4-chloro-N-[cyano(ethoxy)methyl]benzamide
Copper oxychloride,1332-40-7,[Cu].ClOCl,dicopper;chloride;trihydroxide
Imazalil nitrate,83833-36-7,O[N+]([O-])=O.Clc1ccc(C(Cn2ccnc2)OCC=C)c(Cl)c1,"1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole;nitric acid"
Dichlozoline,24201-58-9,ClC=1C=C(C=C(C1)Cl)N1C(OC(C1=O)(C)C)=O,"3-(3,5-dichlorophenyl)-5,5-dimethyl-1,3-oxazolidine-2,4-dione"
Isobutyric acid,79-31-2,CC(C(=O)O)C,2-methylpropanoic acid
Fenoxanil,115852-48-7,C(#N)C(C)(C(C)C)NC(C(C)OC1=C(C=C(C=C1)Cl)Cl)=O,"N-(2-cyano-3-methylbutan-2-yl)-2-(2,4-dichlorophenoxy)propanamide"
Isopyrazam,881685-58-1,FC(C1=NN(C=C1C(=O)NC=1C=2C3CCC(C2C=CC1)C3C(C)C)C)F,"3-(difluoromethyl)-1-methyl-N-(11-propan-2-yl-3-tricyclo[6.2.1.02,7]undeca-2(7),3,5-trienyl)pyrazole-4-carboxamide"
Tolfenpyrad,129558-76-5,ClC=1C(=NN(C1C(=O)NCC1=CC=C(C=C1)OC1=CC=C(C=C1)C)C)CC,4-chloro-3-ethyl-1-methyl-N-[[4-(4-methylphenoxy)phenyl]methyl]pyrazole-5-carboxamide
Seboctylamine,57413-95-3,C(CCCCCCC)NCCNCCNCCCCCCCC,"N-octyl-N'-[2-(octylamino)ethyl]ethane-1,2-diamine"
Furametpyr,123572-88-3,ClC1=C(C(=NN1C)C)C(=O)NC1=CC=CC=2C(OC(C21)C)(C)C,"5-chloro-1,3-dimethyl-N-(1,1,3-trimethyl-3H-2-benzofuran-4-yl)pyrazole-4-carboxamide"
Cuprobam,7076-63-3,Not found,"tris(copper(1+));N,N-dimethylcarbamodithioate;dichloride"
Azithiram,5834-94-6,CN(NC(=S)SSC(NN(C)C)=S)C,dimethylaminocarbamothioylsulfanyl N-(dimethylamino)carbamodithioate
Didecyldimethylammonium chloride,7173-51-5,[Cl-].C(CCCCCCCCC)[N+](C)(C)CCCCCCCCCC,didecyl(dimethyl)azanium chloride
24-epibrassinolide,78821-43-9,O[C@H]([C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC([C@H]4C[C@@H]([C@@H](C[C@@]4([C@H]3CC[C@]12C)C)O)O)=O)[C@@H]([C@@H](C(C)C)C)O,"(1S,2R,4R,5S,7S,11S,12S,15R,16S)-15-[(2S,3R,4R,5R)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-4,5-dihydroxy-2,16-dimethyl-9-oxatetracyclo[9.7.0.02,7.012,16]octadecan-8-one"
Berberine,2086-83-1,COC=1C2=C[N+]=3CCC4=CC=5OCOC5C=C4C3C=C2C=CC1OC,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene"
Inezin,21722-85-0,C(C)OP(=O)(C1=CC=CC=C1)SCC1=CC=CC=C1,[ethoxy(phenyl)phosphoryl]sulfanylmethylbenzene
DNOC,534-52-1,CC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O,"2-methyl-4,6-dinitrophenol"
Calcium phosphate,7758-87-4,[O-]P([O-])(=O)OP(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2],tricalcium diphosphate
Cyproconazole,94361-06-5,ClC1=CC=C(C=C1)C(CN1N=CN=C1)(C(C)C1CC1)O,"2-(4-chlorophenyl)-3-cyclopropyl-1-(1,2,4-triazol-1-yl)butan-2-ol"
Potassium dimethyldithiocarbamate,128-03-0,CN(C(=S)[S-])C.[K+],"potassium N,N-dimethylcarbamodithioate"
Dichlofluanid,1085-98-9,ClC(F)(Cl)SN(C1=CC=CC=C1)S(N(C)C)(=O)=O,N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)aniline
Fluindapyr,1383809-87-7,FC(C1=NN(C=C1C(=O)NC1=C2C(CC(C2=C(C=C1)F)(C)C)C)C)F,"3-(difluoromethyl)-N-(7-fluoro-1,1,3-trimethyl-2,3-dihydroinden-4-yl)-1-methylpyrazole-4-carboxamide"
Etaconazole,60207-93-4,ClC1=C(C=CC(=C1)Cl)C1(OCC(O1)CC)CN1N=CN=C1,"1-[[2-(2,4-dichlorophenyl)-4-ethyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole"
Fluotrimazole,57381-79-0,C1(=CC=CC=C1)C(N1N=CN=C1)(C1=CC(=CC=C1)C(F)(F)F)C1=CC=CC=C1,"1-[diphenyl-[3-(trifluoromethyl)phenyl]methyl]-1,2,4-triazole"
Amicarthiazol,21452-14-2,NC=1SC(=C(N1)C)C(=O)NC1=CC=CC=C1,"2-amino-4-methyl-N-phenyl-1,3-thiazole-5-carboxamide"
Chlorquinox,3495-42-9,ClC1=C2N=CC=NC2=C(C(=C1Cl)Cl)Cl,"5,6,7,8-tetrachloroquinoxaline"
Metiram,12122-67-7,[S-]C(=S)NCCNC(=S)[S-].[Zn+2],zinc N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate
Benthiavalicarb,413615-35-7,FC1=CC2=C(N=C(S2)[C@@H](C)NC([C@H](C(C)C)NC(O)=O)=O)C=C1,"[(2S)-1-[[(1R)-1-(6-fluoro-1,3-benzothiazol-2-yl)ethyl]amino]-3-methyl-1-oxobutan-2-yl]carbamic acid"
Metominostrobin,133408-50-1,CO\N=C(\C(=O)NC)/C1=C(C=CC=C1)OC1=CC=CC=C1,(2E)-2-methoxyimino-N-methyl-2-(2-phenoxyphenyl)acetamide
Tricyclazole,41814-78-2,CC1=CC=CC=2N3C(SC21)=NN=C3,"8-methyl-[1,2,4]triazolo[3,4-b][1,3]benzothiazole"
Nabam,142-59-6,[Na+].[Na+].[S-]C(=S)NCCNC([S-])=S,disodium;N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate
Benzamacril isobutyl,88107-27-1,C(C1=CC=CC=C1)N(C=C(C(=O)OCC(C)C)C#N)C,2-methylpropyl 3-[benzyl(methyl)amino]-2-cyanoprop-2-enoate
Carvacrol,499-75-2,CC1=C(C=C(C=C1)C(C)C)O,2-methyl-5-propan-2-ylphenol
Thiophanate,23564-06-9,C(C)OC(=O)NC(=S)NC1=C(C=CC=C1)NC(=S)NC(OCC)=O,ethyl N-[[2-(ethoxycarbonylcarbamothioylamino)phenyl]carbamothioyl]carbamate
Streptomycin,57-92-1,NC(N)=N[C@H]1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H]([C@]([C@H]1O[C@@H]1O[C@H]([C@@H]([C@H]([C@@H]1NC)O)O)CO)(O)C=O)C)O)O)N=C(N)N)O,"2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-formyl-4-hydroxy-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine"
Benthiavalicarb-isopropyl,177406-68-7,FC1=CC2=C(N=C(S2)[C@@H](C)NC([C@H](C(C)C)NC(OC(C)C)=O)=O)C=C1,"propan-2-yl N-[(2S)-1-[[(1R)-1-(6-fluoro-1,3-benzothiazol-2-yl)ethyl]amino]-3-methyl-1-oxobutan-2-yl]carbamate"
Sodium propionate,137-40-6,C(CC)(=O)[O-].[Na+],sodium propanoate
Tolylfluanid,731-27-1,ClC(F)(Cl)SN(C1=CC=C(C=C1)C)S(N(C)C)(=O)=O,N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)-4-methylaniline
Metam-ammonium,39680-90-5,CNC(=S)[S-].[NH4+],azanium N-methylcarbamodithioate
Hexachlorobenzene,118-74-1,ClC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,"1,2,3,4,5,6-hexachlorobenzene"
Propiconazole,60207-90-1,ClC1=C(C=CC(=C1)Cl)C1(OCC(O1)CCC)CN1N=CN=C1,"1-[[2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole"
Formaldehyde,50-00-0,C=O,formaldehyde
Sedaxane,874967-67-6,C1(CC1)C1C(C1)C1=C(C=CC=C1)NC(=O)C=1C(=NN(C1)C)C(F)F,N-[2-(2-cyclopropylcyclopropyl)phenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide
Dimethomorph,110488-70-5,ClC1=CC=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC(=C(C=C1)OC)OC,"3-(4-chlorophenyl)-3-(3,4-dimethoxyphenyl)-1-morpholin-4-ylprop-2-en-1-one"
Sodium tetraborate pentahydrate,12179-04-3,O.O.O.O.O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-],disodium;[oxido(oxoboranyloxy)boranyl]oxy-oxoboranyloxyborinate;pentahydrate
Fluoxytioconazole,2046300-61-0,FC1=C(C=CC(=C1)F)C(C(F)(F)C1=CC=C(C=N1)OC1=CC=C(C#N)C=C1)(CN1NC=NC1=S)O,"4-[[6-[2-(2,4-difluorophenyl)-1,1-difluoro-2-hydroxy-3-(3-sulfanylidene-1H-1,2,4-triazol-2-yl)propyl]-3-pyridinyl]oxy]benzonitrile"
Pencycuron,66063-05-6,ClC1=CC=C(C=C1)CN(C(=O)NC1=CC=CC=C1)C1CCCC1,1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea
Flusilazole,85509-19-9,FC1=CC=C(C=C1)[Si](CN1N=CN=C1)(C)C1=CC=C(C=C1)F,"bis(4-fluorophenyl)-methyl-(1,2,4-triazol-1-ylmethyl)silane"
Bixafen,581809-46-3,ClC=1C=C(C=CC1Cl)C1=C(C=CC(=C1)F)NC(=O)C=1C(=NN(C1)C)C(F)F,"N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide"
Mecarbinzid,27386-64-7,CSCCNC(=O)N1C(=NC2=C1C=CC=C2)NC(OC)=O,methyl N-[1-(2-methylsulfanylethylcarbamoyl)benzimidazol-2-yl]carbamate
Meptyldinocap,131-72-6,C(\C=C\C)(=O)OC1=C(C=C(C=C1C(C)CCCCCC)[N+](=O)[O-])[N+](=O)[O-],"(2,4-dinitro-6-octan-2-ylphenyl) (E)-but-2-enoate"
Fluopimomide,1309859-39-9,ClC=1C(=NC=C(C1)C(F)(F)F)CNC(C1=C(C(=C(C(=C1F)F)OC)F)F)=O,"N-[[3-chloro-5-(trifluoromethyl)-2-pyridinyl]methyl]-2,3,5,6-tetrafluoro-4-methoxybenzamide"
Triforine,26644-46-2,ClC(C(N1CCN(CC1)C(C(Cl)(Cl)Cl)NC=O)NC=O)(Cl)Cl,"N-[2,2,2-trichloro-1-[4-(2,2,2-trichloro-1-formamidoethyl)piperazin-1-yl]ethyl]formamide"
Coumoxystrobin,850881-70-8,C(CCC)C=1C(OC2=CC(=CC=C2C1C)OCC1=C(C=CC=C1)/C(/C(=O)OC)=C\OC)=O,methyl (E)-2-[2-[(3-butyl-4-methyl-2-oxochromen-7-yl)oxymethyl]phenyl]-3-methoxyprop-2-enoate
Oxpoconazole,134074-64-9,ClC1=CC=C(C=C1)CCCC1(OCC(N1C(=O)N1C=NC=C1)(C)C)C,"[2-[3-(4-chlorophenyl)propyl]-2,4,4-trimethyl-1,3-oxazolidin-3-yl]-imidazol-1-ylmethanone"
Pyraoxystrobin,862588-11-2,ClC1=CC=C(C=C1)C1=NN(C(=C1)OCC1=C(C=CC=C1)/C(/C(=O)OC)=C\OC)C,methyl (E)-2-[2-[[3-(4-chlorophenyl)-1-methylpyrazol-5-yl]oxymethyl]phenyl]-3-methoxyprop-2-enoate
Dinocton,104078-12-8,C(OC)(OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])CCCCCC(C)C)=O,"methyl [2-(6-methylheptyl)-4,6-dinitrophenyl] carbonate"
Sulfuryl fluoride,2699-79-8,S(=O)(=O)(F)F,sulfuryl difluoride
Anilazine,101-05-3,ClC1=NC(=NC(=N1)Cl)NC1=C(C=CC=C1)Cl,"4,6-dichloro-N-(2-chlorophenyl)-1,3,5-triazin-2-amine"
Quinacetol,2598-31-4,OC=1C=CC(=C2C=CC=NC12)C(C)=O,1-(8-hydroxyquinolin-5-yl)ethanone
Nitrothal-isopropyl,10552-74-6,[N+](=O)([O-])C=1C=C(C=C(C1)C(=O)OC(C)C)C(=O)OC(C)C,"dipropan-2-yl 5-nitrobenzene-1,3-dicarboxylate"
Dinobuton,973-21-7,C(OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC)(OC(C)C)=O,"(2-butan-2-yl-4,6-dinitrophenyl) propan-2-yl carbonate"
Pyriofenone,688046-61-9,ClC=1C(=C(C(=NC1)OC)C(=O)C1=C(C(=C(C=C1C)OC)OC)OC)C,"(5-chloro-2-methoxy-4-methyl-3-pyridinyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone"
Metrafenone,220899-03-6,BrC=1C(=C(C(=CC1)OC)C(=O)C1=C(C(=C(C=C1C)OC)OC)OC)C,"(3-bromo-6-methoxy-2-methylphenyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone"
Bupirimate,41483-43-6,CN(S(OC1=NC(=NC(=C1CCCC)C)NCC)(=O)=O)C,"[5-butyl-2-(ethylamino)-6-methylpyrimidin-4-yl] N,N-dimethylsulfamate"
Tecnazene,117-18-0,ClC1=C(C(=C(C(=C1)Cl)Cl)[N+](=O)[O-])Cl,"1,2,4,5-tetrachloro-3-nitrobenzene"
Diclobutrazol,75736-33-3,ClC1=C(C=CC(=C1)Cl)CC(C(C(C)(C)C)O)N1N=CN=C1,"1-(2,4-dichlorophenyl)-4,4-dimethyl-2-(1,2,4-triazol-1-yl)pentan-3-ol"
Tridemorph,81412-43-3,CC1CN(CC(O1)C)CCCCCCCCCCCCC,"2,6-dimethyl-4-tridecylmorpholine"
Bithionol,97-18-7,ClC1=C(C(=CC(=C1)Cl)SC1=C(C(=CC(=C1)Cl)Cl)O)O,"2,4-dichloro-6-(3,5-dichloro-2-hydroxyphenyl)sulfanylphenol"
Cyprofuram,69581-33-5,ClC=1C=C(C=CC1)N(C(=O)C1CC1)C1C(OCC1)=O,N-(3-chlorophenyl)-N-(2-oxooxolan-3-yl)cyclopropanecarboxamide
Flubeneteram,1676101-39-5,ClC1=C(OC2=C(C=CC=C2)NC(=O)C=2C(=NN(C2)C)C(F)F)C=CC(=C1)C(F)(F)F,N-[2-[2-chloro-4-(trifluoromethyl)phenoxy]phenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide
Thiomersal,54-64-8,C(=O)([O-])C1=C(C=CC=C1)S[Hg]CC.[Na+],sodium (2-carboxylatophenyl)sulfanyl-ethylmercury
Pefurazoate,101903-30-4,O1C(=CC=C1)CN(C(C(=O)OCCCC=C)CC)C(=O)N1C=NC=C1,pent-4-enyl 2-[furan-2-ylmethyl(imidazole-1-carbonyl)amino]butanoate
Benzovindiflupyr,1072957-71-1,ClC(=C1[C@@H]2C=3C(=CC=CC3[C@H]1CC2)NC(=O)C=2C(=NN(C2)C)C(F)F)Cl,"N-[(1S,8R)-11-(dichloromethylidene)-3-tricyclo[6.2.1.02,7]undeca-2(7),3,5-trienyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide"
Fenbuconazole,114369-43-6,ClC1=CC=C(C=C1)CCC(C#N)(CN1N=CN=C1)C1=CC=CC=C1,"4-(4-chlorophenyl)-2-phenyl-2-(1,2,4-triazol-1-ylmethyl)butanenitrile"
Guazatine,108173-90-6,NC(N)=NCCCCCCCCNCCCCCCCCN=C(N)N,2-[8-[8-(diaminomethylideneamino)octylamino]octyl]guanidine
Hexylthiofos,41495-67-4,C(C)OP(=O)(SCC)OC1CCCCC1,[ethoxy(ethylsulfanyl)phosphoryl]oxycyclohexane
Mancopper,53988-93-5,[Mn++].[Cu++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,copper;manganese(2+);bis(N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate)
Isoflucypram,1255734-28-1,ClC=1C=CC(=C(C1)CN(C(=O)C=1C(=NN(C1F)C)C(F)F)C1CC1)C(C)C,N-[(5-chloro-2-propan-2-ylphenyl)methyl]-N-cyclopropyl-3-(difluoromethyl)-5-fluoro-1-methylpyrazole-4-carboxamide
Binapacryl,485-31-4,CC(=CC(=O)OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)CC)C,"(2-butan-2-yl-4,6-dinitrophenyl) 3-methylbut-2-enoate"
2-aminobutane,13952-84-6,CC(CC)N,butan-2-amine
Halacrinate,34462-96-9,C(C=C)(=O)OC=1C(=CC(=C2C=CC=NC12)Cl)Br,(7-bromo-5-chloroquinolin-8-yl) prop-2-enoate
Oxadixyl,77732-09-3,CC1=C(C(=CC=C1)C)N(C(COC)=O)N1C(OCC1)=O,"N-(2,6-dimethylphenyl)-2-methoxy-N-(2-oxo-1,3-oxazolidin-3-yl)acetamide"
Chloroxylenol,88-04-0,ClC1=C(C=C(C=C1C)O)C,"4-chloro-3,5-dimethylphenol"
Lime sulphur,1344-81-6,S.[Ca++],
Benodanil,15310-01-7,IC1=C(C(=O)NC2=CC=CC=C2)C=CC=C1,2-iodo-N-phenylbenzamide
Flutamide,13311-84-7,CC(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)C,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide
Metalaxyl-M,70630-17-0,COCC(=O)N(C1=C(C=CC=C1C)C)[C@@H](C(=O)OC)C,"methyl (2R)-2-(N-(2-methoxyacetyl)-2,6-dimethylanilino)propanoate"
Etridiazole,2593-15-9,C(C)OC1=NC(=NS1)C(Cl)(Cl)Cl,"5-ethoxy-3-(trichloromethyl)-1,2,4-thiadiazole"
Diethyl dicarbonate,1609-47-8,C(OC(=O)OCC)(OCC)=O,ethoxycarbonyl ethyl carbonate
Dinoterbon,6073-72-9,C(OC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(C)(C)C)(OCC)=O,"(2-tert-butyl-4,6-dinitrophenyl) ethyl carbonate"
Bromuconazole,116255-48-2,BrC1CC(OC1)(C1=C(C=C(C=C1)Cl)Cl)CN1N=CN=C1,"1-[[4-bromo-2-(2,4-dichlorophenyl)oxolan-2-yl]methyl]-1,2,4-triazole"
Procymidone,32809-16-8,ClC=1C=C(C=C(C1)Cl)N1C(C2(CC2(C1=O)C)C)=O,"3-(3,5-dichlorophenyl)-1,5-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione"
Calcium carbonate,471-34-1,C([O-])([O-])=O.[Ca+2],calcium carbonate
Pyrametostrobin,915410-70-7,CN1N=C(C(=C1OCC1=C(C=CC=C1)N(C(OC)=O)OC)C)C1=CC=CC=C1,"methyl N-[2-[(1,4-dimethyl-3-phenylpyrazol-5-yl)oxymethyl]phenyl]-N-methoxycarbamate"
Myclobutanil,88671-89-0,ClC1=CC=C(C=C1)C(C#N)(CCCC)CN1N=CN=C1,"2-(4-chlorophenyl)-2-(1,2,4-triazol-1-ylmethyl)hexanenitrile"
Hexaconazole,79983-71-4,ClC1=C(C=CC(=C1)Cl)C(CN1N=CN=C1)(CCCC)O,"2-(2,4-dichlorophenyl)-1-(1,2,4-triazol-1-yl)hexan-2-ol"
Difenzoquat metilsulfate,43222-48-6,CO[S]([O-])(=O)=O.Cn1c(cc(c2ccccc2)[n+]1C)c3ccccc3,"1,2-dimethyl-3,5-diphenylpyrazol-2-ium;methyl sulfate"
Furfural,98-01-1,O1C(=CC=C1)C=O,furan-2-carbaldehyde
Carbamorph,31848-11-0,CN(C(=S)SCN1CCOCC1)C,"morpholin-4-ylmethyl N,N-dimethylcarbamodithioate"
Cyclobutrifluram,1460292-16-3,ClC1=C(C=CC(=C1)Cl)[C@@H]1[C@@H](CC1)NC(=O)C=1C(=NC=CC1)C(F)(F)F,"N-[(1R,2R)-2-(2,4-dichlorophenyl)cyclobutyl]-2-(trifluoromethyl)pyridine-3-carboxamide"
Alpha-terpineol,98-55-5,CC1=CCC(CC1)C(C)(C)O,2-(4-methylcyclohex-3-en-1-yl)propan-2-ol
Dinopenton,5386-57-2,C(OC1=C(C=C(C=C1C(C)CCC)[N+](=O)[O-])[N+](=O)[O-])(OC(C)C)=O,"(2,4-dinitro-6-pentan-2-ylphenyl) propan-2-yl carbonate"
Phenylmercuric acetate,62-38-4,C(C)(=O)O[Hg]C1=CC=CC=C1,acetyloxy(phenyl)mercury
Maneb,12427-38-2,[Mn++].[S-]C(=S)NCCNC([S-])=S,manganese(2+);N-[2-(sulfidocarbothioylamino)ethyl]carbamodithioate
Methasulfocarb,66952-49-6,CS(=O)(=O)OC1=CC=C(C=C1)SC(NC)=O,[4-(methylcarbamoylsulfanyl)phenyl] methanesulfonate
Bronopol,52-51-7,BrC(CO)(CO)[N+](=O)[O-],"2-bromo-2-nitropropane-1,3-diol"
DNOC potassium,5787-96-2,CC1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[K+],"potassium 2-methyl-4,6-dinitrophenolate"
Thiabendazole,148-79-8,N1C(=NC2=C1C=CC=C2)C=2N=CSC2,"4-(1H-benzimidazol-2-yl)-1,3-thiazole"
Sodium hypochlorite,7681-52-9,Cl[O-].[Na+],sodium hypochlorite
Tebuconazole,107534-96-3,ClC1=CC=C(C=C1)CCC(C(C)(C)C)(O)CN1N=CN=C1,"1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol"
Tetraconazole,112281-77-3,ClC1=C(C=CC(=C1)Cl)C(CN1N=CN=C1)COC(C(F)F)(F)F,"1-[2-(2,4-dichlorophenyl)-3-(1,1,2,2-tetrafluoroethoxy)propyl]-1,2,4-triazole"
Ampropylfos,14047-23-5,NC(CC)P(O)(O)=O,1-aminopropylphosphonic acid
Mebenil,7055-03-0,CC1=C(C(=O)NC2=CC=CC=C2)C=CC=C1,2-methyl-N-phenylbenzamide
Chinomethionat,2439-01-2,CC=1C=C2N=C3C(=NC2=CC1)SC(S3)=O,"6-methyl-[1,3]dithiolo[4,5-b]quinoxalin-2-one"
Quinconazole,103970-75-8,ClC1=C(C=CC(=C1)Cl)N1C(=NC2=CC=CC=C2C1=O)N1N=CN=C1,"3-(2,4-dichlorophenyl)-2-(1,2,4-triazol-1-yl)quinazolin-4-one"
Tolclofos-methyl,57018-04-9,ClC1=C(OP(=S)(OC)OC)C(=CC(=C1)C)Cl,"(2,6-dichloro-4-methylphenoxy)-dimethoxy-sulfanylidene-lambda5-phosphane"
Phosdiphen,36519-00-3,P(=O)(OC1=C(C=C(C=C1)Cl)Cl)(OC1=C(C=C(C=C1)Cl)Cl)OCC,"bis(2,4-dichlorophenyl) ethyl phosphate"
Captan,133-06-2,ClC(Cl)(Cl)SN1C(C2CC=CCC2C1=O)=O,"2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione"
Tebufloquin,376645-78-2,C(C)(=O)OC1=C(C(=NC2=C(C=C(C=C12)C(C)(C)C)F)C)C,"(6-tert-butyl-8-fluoro-2,3-dimethylquinolin-4-yl) acetate"
Iprodione,36734-19-7,ClC=1C=C(C=C(C1)Cl)N1C(N(CC1=O)C(=O)NC(C)C)=O,"3-(3,5-dichlorophenyl)-2,4-dioxo-N-propan-2-ylimidazolidine-1-carboxamide"
Hymexazol,10004-44-1,CC1=CC(NO1)=O,"5-methyl-1,2-oxazol-3-one"
